"","locationID","Longitude","Latitude"
"18NC","18NC","-81.6136","35.8889"
"NC27","NC27","-81.49","35.9444"
"08NC","08NC","-80.4656","36.0675"
"EXX","EXX","-80.3039","35.7811"
"2NC6","2NC6","-80.3961","35.7994"
"48NC","48NC","-80.4169","35.7817"
"2A5","2A5","-79.6178","35.9117"
"N61","N61","-79.5275","35.8736"
"IPJ","IPJ","-81.1611","35.4833"
"9NC2","9NC2","-78.7964","35.2183"
"3NC3","3NC3","-80.4075","35.2469"
"NC26","NC26","-80.9706","35.6608"
"79NC","79NC","-78.2819","36.1344"
"LHZ","LHZ","-78.3303","36.0233"
"00NC","00NC","-78.3714","36.0853"
"LBT","LBT","-79.0594","34.61"
"53NC","53NC","-79.0806","34.3781"
"9NC6","9NC6","-78.1608","34.275"
"NC10","NC10","-78.0581","36.5419"
"0NC7","0NC7","-79.9975","36.3572"
"14A","14A","-80.8994","35.6139"
"NC30","NC30","-80.7414","35.6139"
"3NC0","3NC0","-81.7122","35.6903"
"MRN","MRN","-81.6114","35.8203"
"NC52","NC52","-81.7289","35.7283"
"MWK","MWK","-80.5531","36.4597"
"NR02","NR02","-79.9956","35.2378"
"W40","W40","-78.0375","35.2225"
"NC79","NC79","-80.3575","35.4072"
"NC61","NC61","-76.2108","36.4594"
"9NC7","9NC7","-80.44","35.3697"
"NC20","NC20","-77.1708","35.09"
"EWN","EWN","-77.0431","35.0731"
"6NC7","6NC7","-76.9061","34.7514"
"NC76","NC76","-78.3878","35.3181"
"UKF","UKF","-81.0983","36.2228"
"SUT","SUT","-78.0747","33.9294"
"N83","N83","-80.0053","36.195"
"60J","60J","-78.4367","33.9086"
"W95","W95","-75.9658","35.1011"
"HNZ","HNZ","-78.5292","36.3617"
"NC71","NC71","-79.0525","34.9181"
"32NC","32NC","-79.0431","34.8964"
"61NC","61NC","-78.9656","34.8714"
"70NC","70NC","-78.1481","36.5447"
"NC36","NC36","-78.0303","35.5031"
"63NC","63NC","-77.9964","35.8364"
"54NC","54NC","-76.4172","36.2394"
"1NC6","1NC6","-80.45","35.0561"
"77NC","77NC","-78.1056","34.1522"
"NC63","NC63","-80.1847","36.135"
"INT","INT","-80.2219","36.1336"
"NC47","NC47","-77.3533","35.4828"
"80C","80C","-80.6894","36.0514"
"NC42","NC42","-80.6997","36.0719"
"6W4","6W4","-79.3928","36.3997"
"51NC","51NC","-78.3486","35.8619"
"ND07","ND07","-97.4072","47.0028"
"NA92","NA92","-103.4664","48.5786"
"26ND","26ND","-103.6436","47.7097"
"ND26","ND26","-103.6589","47.9"
"ND01","ND01","-97.1864","47.0458"
"ND73","ND73","-97.2556","47.0483"
"ND74","ND74","-97.1628","47.0167"
"ND75","ND75","-100.2689","47.72"
"ND02","ND02","-97.96","47.8111"
"4NA3","4NA3","-101.3022","48.8572"
"6ND3","6ND3","-96.9406","47.0697"
"SOP","SOP","-79.3889","35.2375"
"4W9","4W9","-77.7361","35.0508"
"8NC4","8NC4","-79.3128","35.73"
"9NC8","9NC8","-79.2189","35.6869"
"64NC","64NC","-79.7725","35.9019"
"7NC","7NC","-76.6697","35.7336"
"PMZ","PMZ","-76.7583","35.8108"
"1NC4","1NC4","-77.2578","34.9956"
"13NC","13NC","-77.2497","35.0336"
"6N9","6N9","-77.6983","34.9822"
"NC72","NC72","-78.16","35.4517"
"5W4","5W4","-79.1911","35.0197"
"94NC","94NC","-79.26","35.0097"
"5W5","5W5","-78.7003","35.6203"
"RDU","RDU","-78.7875","35.8778"
"NC13","NC13","-79.6706","35.7514"
"19NC","19NC","-77.9231","36.065"
"9NR8","9NR8","-79.1936","34.7933"
"NC37","NC37","-79.8411","36.34"
"SIF","SIF","-79.8511","36.4372"
"6A5","6A5","-79.7081","36.3167"
"1NC8","1NC8","-80.2581","35.5158"
"RZZ","RZZ","-77.7094","36.4394"
"IXA","IXA","-77.6353","36.3297"
"RCZ","RCZ","-79.7597","34.8914"
"RWI","RWI","-77.8919","35.8564"
"8NC5","8NC5","-79.2489","34.5761"
"NC40","NC40","-79.1186","36.4997"
"TDF","TDF","-78.9847","36.2847"
"FQD","FQD","-81.935","35.4283"
"9NR7","9NR7","-78.5658","35.0183"
"88NC","88NC","-80.6853","35.6325"
"RUQ","RUQ","-80.5203","35.6458"
"NC93","NC93","-80.5014","35.7778"
"NC00","NC00","-79.1936","35.56"
"82NC","82NC","-79.0733","35.3081"
"TTA","TTA","-79.1014","35.5825"
"2NC7","2NC7","-77.3989","36.1681"
"NC66","NC66","-77.2958","36.1314"
"45NC","45NC","-77.4547","36.5281"
"29NC","29NC","-81.6253","35.3117"
"NC97","NC97","-81.5225","35.3689"
"EHO","EHO","-81.6008","35.2558"
"20NC","20NC","-81.0558","35.5922"
"8NC6","8NC6","-79.4069","35.6897"
"22NC","22NC","-79.4683","35.8211"
"5W8","5W8","-79.5042","35.7044"
"NC73","NC73","-76.4494","35.4389"
"JNX","JNX","-78.3903","35.5408"
"8NC3","8NC3","-77.4406","34.5661"
"3NC7","3NC7","-81.1367","36.5192"
"42NC","42NC","-78.1706","35.9578"
"7A8","7A8","-81.9956","35.9444"
"06NC","06NC","-78.9303","34.8275"
"43A","43A","-79.7903","35.3847"
"NC15","NC15","-80.9789","35.9569"
"SVH","SVH","-80.9539","35.765"
"NC09","NC09","-80.7767","35.8839"
"3NC5","3NC5","-81.07","35.8122"
"NC43","NC43","-78.3381","34.1253"
"NJM","NJM","-77.0297","34.6906"
"24A","24A","-83.21","35.3175"
"81NC","81NC","-78.74","34.0408"
"NC78","NC78","-78.9553","34.2103"
"ETC","ETC","-77.5467","35.9372"
"NC59","NC59","-81.1439","35.8506"
"NC58","NC58","-81.12","35.9208"
"4NC3","4NC3","-81.1967","35.9308"
"N97","N97","-80.1075","35.83"
"NC31","NC31","-80.0242","35.7647"
"56NC","56NC","-82.0319","35.2067"
"AFP","AFP","-80.0772","35.0206"
"67NC","67NC","-80.0289","34.97"
"ACZ","ACZ","-78.0036","34.7178"
"NC48","NC48","-78.06","34.7503"
"7NC7","7NC7","-80.1736","36.3467"
"N63","N63","-80.1483","36.3014"
"OCW","OCW","-77.0497","35.5706"
"2NC1","2NC1","-80.8008","34.9975"
"07NC","07NC","-80.7511","34.8333"
"N52","N52","-80.7481","34.8639"
"NC21","NC21","-80.7483","34.9919"
"74NC","74NC","-76.6297","35.0964"
"6NC5","6NC5","-77.6619","36.0181"
"NC86","NC86","-78.7531","34.7336"
"CPC","CPC","-78.715","34.2728"
"MCZ","MCZ","-77.1783","35.8622"
"33NC","33NC","-78.0894","34.4269"
"ILM","ILM","-77.9025","34.2706"
"W03","W03","-77.9697","35.7703"
"ND59","ND59","-97.5294","46.9875"
"5ND0","5ND0","-104.0325","48.0764"
"NA30","NA30","-101.3964","48.2722"
"12ND","12ND","-101.4272","48.2953"
"NA81","NA81","-97.0864","47.6283"
"9D7","9D7","-99.2364","48.48"
"1ND4","1ND4","-97.0169","47.0583"
"1A2","1A2","-97.2072","47.1111"
"ND60","ND60","-97.4797","47.9589"
"ASY","ASY","-99.3525","46.0239"
"ND78","ND78","-97.5369","47.04"
"ND80","ND80","-100.725","47.0817"
"0NA1","0NA1","-97.0375","46.2456"
"NA55","NA55","-97.0161","46.2661"
"NA56","NA56","-96.9914","46.3022"
"5ND3","5ND3","-97.3219","48.8556"
"20U","20U","-103.9819","46.9253"
"ND29","ND29","-103.2339","46.6667"
"4NA5","4NA5","-101.8283","48.2883"
"6ND9","6ND9","-101.7642","48.3928"
"95D","95D","-101.8142","47.2508"
"BIS","BIS","-100.7458","46.7728"
"ND96","ND96","-100.6792","46.8017"
"D09","D09","-100.4172","48.8303"
"5B4","5B4","-102.2456","48.8097"
"7ND5","7ND5","-99.6225","47.3597"
"BPP","BPP","-103.4281","46.1869"
"1NA8","1NA8","-100.0953","46.6906"
"NA75","NA75","-99.3903","47.6764"
"6NA2","6NA2","-96.8036","46.7925"
"D54","D54","-96.9186","46.9008"
"D24","D24","-99.6608","47.6597"
"0ND0","0ND0","-99.4003","47.9292"
"ND14","ND14","-97.8017","48.2347"
"Y27","Y27","-100.6347","46.0664"
"6ND2","6ND2","-98.3878","46.2589"
"9G9","9G9","-99.1669","46.6167"
"ND22","ND22","-101.6006","47.6833"
"D05","D05","-101.4372","47.6558"
"06ND","06ND","-101.6694","46.7489"
"D57","D57","-101.8603","46.8128"
"ND18","ND18","-101.2169","48.5064"
"08ND","08ND","-102.0978","47.3231"
"0NA9","0NA9","-103.8011","46.75"
"GAF","GAF","-97.3708","48.4047"
"7ND2","7ND2","-97.32","48.3728"
"2ND3","2ND3","-97.1225","48.0008"
"RDR","RDR","-97.4011","47.9611"
"GFK","GFK","-97.1761","47.9492"
"NA60","NA60","-97.0383","47.235"
"ND86","ND86","-103.9631","48.5639"
"7N6","7N6","-103.93","48.6256"
"4NA6","4NA6","-103.8797","48.455"
"NA63","NA63","-103.8564","48.6667"
"46D","46D","-99.1511","47.4511"
"79ND","79ND","-99.0011","47.3233"
"5N8","5N8","-97.2078","46.8539"
"2C8","2C8","-97.6319","48.7839"
"9ND8","9ND8","-97.6722","48.7856"
"8ND5","8ND5","-97.4053","46.7639"
"8ND6","8ND6","-97.3908","46.7128"
"ND10","ND10","-96.7864","46.5489"
"ND89","ND89","-98.5069","47.0558"
"3NA0","3NA0","-97.5114","47.4167"
"ND90","ND90","-97.7336","45.9667"
"D49","D49","-102.7922","48.8986"
"6NA0","6NA0","-102.7381","48.9931"
"S32","S32","-98.1058","47.4228"
"D50","D50","-103.2972","48.9286"
"80ND","80ND","-103.3706","48.8786"
"34ND","34ND","-97.1564","46.7058"
"ND92","ND92","-97.1169","46.7083"
"ND09","ND09","-98.1689","47.1911"
"81ND","81ND","-101.045","48.3886"
"DVL","DVL","-98.9086","48.1144"
"DIK","DIK","-102.8019","46.7975"
"7ND1","7ND1","-102.7783","47.0361"
"D29","D29","-97.1769","48.6186"
"9ND1","9ND1","-97.2683","48.6481"
"37ND","37ND","-102.5092","47.2319"
"S28","S28","-100.0433","48.9978"
"51D","51D","-98.7347","46.3486"
"03ND","03ND","-97.8289","48.6264"
"NA32","NA32","-98.8586","46.8986"
"NA84","NA84","-99.005","46.8006"
"Y71","Y71","-101.8453","46.3828"
"4.00E+07","4.00E+07","-98.5128","46.0125"
"ND47","ND47","-97.5511","46.6408"
"5N4","5N4","-97.6203","46.6272"
"ND34","ND34","-103.35","48.275"
"38ND","38ND","-97.4011","47.0981"
"NA33","NA33","-99.9258","48.0011"
"FAR","FAR","-96.8158","46.9206"
"8NA9","8NA9","-97.6789","47.3281"
"52ND","52ND","-97.2894","47.1894"
"53ND","53ND","-99.9469","47.5481"
"ND24","ND24","-97.6725","48.1403"
"JMS","JMS","-98.6783","46.9297"
"9NA4","9NA4","-101.8908","48.6661"
"7K5","7K5","-102.0475","48.6675"
"55ND","55ND","-102.7108","47.3556"
"GWR","GWR","-97.6436","46.2186"
"0ND6","0ND6","-99.9169","46.055"
"44ND","44ND","-102.2414","47.5278"
"ND16","ND16","-102.2422","47.4417"
"10ND","10ND","-102.3617","47.1875"
"3NA6","3NA6","-99.4617","47.7706"
"5H4","5H4","-99.9317","47.7911"
"ND72","ND72","-100.0847","47.6844"
"ND20","ND20","-97.35","47.7042"
"6H8","6H8","-100.2697","46.4819"
"ND85","ND85","-100.1789","46.4931"
"0ND7","0ND7","-100.1044","46.4653"
"48ND","48ND","-100.5503","46.5125"
"HZE","HZE","-101.5808","47.29"
"6NA5","6NA5","-102.0092","46.9128"
"HEI","HEI","-102.6561","46.015"
"ND99","ND99","-96.8094","46.7203"
"5ND9","5ND9","-97.0747","47.4847"
"3H4","3H4","-97.0606","47.3594"
"NA65","NA65","-97.6281","48.5314"
"8M6","8M6","-98.1864","47.7831"
"ND40","ND40","-99.2503","46.8167"
"2ND2","2ND2","-100.7211","47.5669"
"2ND1","2ND1","-100.6997","47.4925"
"4R6","4R6","-97.4378","46.2583"
"88ND","88ND","-97.9939","48.7089"
"ND43","ND43","-101.4044","48.2"
"MIB","MIB","-101.3581","48.4158"
"MOT","MOT","-101.2781","48.2578"
"89ND","89ND","-101.2494","47.9114"
"D06","D06","-97.3919","48.2833"
"HBC","HBC","-101.5369","48.7683"
"8NA5","8NA5","-98.6303","46.6631"
"3P3","3P3","-102.3231","46.3597"
"5B5","5B5","-99.76","46.4944"
"NA67","NA67","-97.4644","48.9839"
"8J7","8J7","-99.1311","47.6964"
"05D","05D","-102.4781","47.9669"
"2ND7","2ND7","-100.8142","48.7517"
"6NA6","6NA6","-100.9786","48.6192"
"2ND9","2ND9","-101.9172","48.8167"
"72ND","72ND","-97.5919","47.6611"
"4V4","4V4","-97.5906","47.7242"
"2D5","2D5","-98.08","46.1731"
"3ND5","3ND5","-97.7711","47.0611"
"64G","64G","-97.4803","47.1697"
"Y37","Y37","-97.7808","48.3942"
"9Y1","9Y1","-102.7708","47.3928"
"K74","K74","-96.9989","46.6486"
"57ND","57ND","-97.0594","46.6083"
"5K9","5K9","-98.9419","46.2889"
"4F9","4F9","-98.2836","46.3467"
"5L0","5L0","-98.3253","48.0294"
"7ND8","7ND8","-98.7481","48.8522"
"D55","D55","-98.3936","48.7531"
"7NA2","7NA2","-101.3506","48.6878"
"61ND","61ND","-97.6619","47.9475"
"2L1","2L1","-97.6406","47.9069"
"62ND","62ND","-97.7594","47.7792"
"D31","D31","-99.4033","48.285"
"4N4","4N4","-97.1664","46.0892"
"ND98","ND98","-100.6553","46.7608"
"7L2","7L2","-100.2456","46.2206"
"6L3","6L3","-97.7283","46.4467"
"63ND","63ND","-97.7281","46.3653"
"ND35","ND35","-97.7003","46.7"
"NA86","NA86","-97.9008","47.3333"
"1ND7","1ND7","-97.2669","46.8292"
"6D3","6D3","-99.5269","47.9778"
"ND38","ND38","-99.5364","47.9583"
"NA38","NA38","-99.4294","47.9506"
"0NA5","0NA5","-99.5628","48.0011"
"NA39","NA39","-101.8547","47.8978"
"Y19","Y19","-100.8944","46.7683"
"64ND","64ND","-101.0756","46.8508"
"8ND4","8ND4","-97.1861","48.0736"
"2ND0","2ND0","-97.0497","46.8144"
"67ND","67ND","-98.3822","46.5433"
"5NA0","5NA0","-101.2792","47.7736"
"69ND","69ND","-101.0419","48.7431"
"7NA4","7NA4","-97.3336","47.5172"
"D56","D56","-97.3336","47.475"
"84ND","84ND","-97.7569","48.0008"
"7G2","7G2","-100.4872","47.4622"
"NA18","NA18","-103.8358","48.4133"
"4NA0","4NA0","-103.5908","48.0083"
"4NA1","4NA1","-103.6728","48.2547"
"ISN","ISN","-103.6422","48.1781"
"ND23","ND23","-103.6203","48.1881"
"2NA0","2NA0","-100.7961","47.2567"
"6L5","6L5","-99.5378","46.2464"
"ND49","ND49","-97.1303","46.2236"
"4ND8","4ND8","-97.1169","46.3542"
"NA21","NA21","-97.2361","46.2283"
"97ND","97ND","-97.7081","48.4308"
"Y74","Y74","-102.1422","47.9364"
"PMB","PMB","-97.2408","48.9425"
"98ND","98ND","-97.6222","48.2633"
"Y99","Y99","-101.9533","48.0306"
"6ND6","6ND6","-97.5503","47.5167"
"5NA2","5NA2","-97.3636","47.5378"
"14ND","14ND","-102.9086","46.2078"
"NA88","NA88","-100.4233","47.2239"
"NA01","NA01","-97.0053","47.6683"
"NA02","NA02","-97.0547","47.705"
"NA22","NA22","-103.7964","46.0125"
"4.00E+08","4.00E+08","-102.355","46.8958"
"37N","37N","-101.4089","47.4831"
"ND54","ND54","-99.7303","47.1292"
"2H9","2H9","-99.8533","48.6653"
"06D","06D","-99.6208","48.8844"
"NA49","NA49","-100.0544","48.4178"
"RUG","RUG","-100.0242","48.3903"
"8ND0","8ND0","-99.0167","48.9014"
"ND42","ND42","-101.0783","48.1031"
"NA98","NA98","-103.1703","46.3025"
"NA05","NA05","-97.4356","46.6122"
"NA06","NA06","-98.9725","47.8628"
"NA70","NA70","-98.9883","47.7739"
"NA07","NA07","-100.6953","48.8864"
"7NA9","7NA9","-100.5781","48.9283"
"ND36","ND36","-97.4847","48.6381"
"4S5","4S5","-97.4392","48.6264"
"08D","08D","-102.4064","48.3008"
"NA10","NA10","-99.0336","48.3806"
"ND32","ND32","-99.8944","46.9156"
"ND41","ND41","-100.1131","46.1347"
"1NA5","1NA5","-99.4503","46.625"
"NA71","NA71","-99.6711","46.9958"
"8NA0","8NA0","-99.6308","46.8811"
"ND62","ND62","-102.4581","46.8483"
"75ND","75ND","-102.4914","46.9075"
"4ND1","4ND1","-97.1536","47.7928"
"D60","D60","-102.8981","48.3806"
"19ND","19ND","-98.4886","47.7333"
"D61","D61","-100.3919","48.3583"
"NA12","NA12","-100.8417","47.4317"
"NA79","NA79","-100.8822","47.4042"
"91N","91N","-100.9161","47.5094"
"NA90","NA90","-101.2228","47.4667"
"ND44","ND44","-101.1339","47.4667"
"4ND4","4ND4","-100.8797","48.5639"
"21ND","21ND","-100.8556","48.5822"
"NA73","NA73","-101.0006","48.5639"
"6D8","6D8","-98.0175","46.9411"
"NA13","NA13","-100.9372","48.1222"
"BWP","BWP","-96.6072","46.2442"
"NA99","NA99","-97.0319","46.5506"
"96D","96D","-97.9028","48.9406"
"3NA2","3NA2","-101.0672","47.3028"
"5C8","5C8","-101.0275","47.3531"
"S25","S25","-103.2536","47.7958"
"NA17","NA17","-96.9289","46.9428"
"ND52","ND52","-97.0122","46.8028"
"NA54","NA54","-100.4419","45.955"
"D64","D64","-101.0336","48.9133"
"ND68","ND68","-97.3011","46.9558"
"30NE","30NE","-98.6831","40.3558"
"9NE2","9NE2","-97.7225","40.2917"
"8NE2","8NE2","-96.0336","41.0417"
"07K","07K","-98.0514","41.1117"
"CDR","CDR","-103.0956","42.8375"
"8NE3","8NE3","-101.8131","40.4819"
"CNP","CNP","-102.4642","41.0775"
"NE35","NE35","-97.5411","40.0583"
"OLU","OLU","-97.3428","41.4481"
"NE37","NE37","-97.2714","41.4725"
"03NE","03NE","-99.3311","41.5464"
"CZD","CZD","-100.0042","40.8697"
"6K3","6K3","-97.885","42.4717"
"CEK","CEK","-96.9258","40.6183"
"13NE","13NE","-100.8089","40.3167"
"47V","47V","-100.4728","40.6389"
"1NE6","1NE6","-102.7778","41.3408"
"68NE","68NE","-96.6197","40.9914"
"93Y","93Y","-97.1231","41.2308"
"NE40","NE40","-96.8678","40.7158"
"32NE","32NE","-100.0875","41.7211"
"NE44","NE44","-98.0836","41.9833"
"8NE4","8NE4","-96.2919","40.8708"
"2NE0","2NE0","-99.8342","40.6967"
"8NE5","8NE5","-98.7297","41.7906"
"FBY","FBY","-97.1692","40.1831"
"0NE6","0NE6","-98.0706","40.4333"
"FMZ","FMZ","-97.5731","40.5861"
"FNB","FNB","-95.5919","40.0789"
"75NE","75NE","-95.9567","41.4458"
"8NE6","8NE6","-98.9253","40.1208"
"ANW","ANW","-99.9931","42.5792"
"BVN","BVN","-98.0558","41.7286"
"AIA","AIA","-102.8039","42.0533"
"4D9","4D9","-99.3456","40.1139"
"37V","37V","-99.9064","40.3394"
"38V","38V","-101.7114","41.5617"
"0NE0","0NE0","-101.9506","41.85"
"0NE1","0NE1","-101.9317","42.4072"
"53NE","53NE","-96.4033","41.0814"
"8V2","8V2","-99.0378","42.5625"
"K01","K01","-95.7892","40.3875"
"AUH","AUH","-97.9944","40.8942"
"40NE","40NE","-98.5158","41.975"
"6NE7","6NE7","-100.3381","40.2444"
"RBE","RBE","-99.5694","42.5711"
"NE31","NE31","-97.5864","42.0144"
"BIE","BIE","-96.7542","40.3014"
"6NE8","6NE8","-101.5689","40.0869"
"42V","42V","-101.5469","40.0581"
"NE45","NE45","-96.5778","40.6944"
"09NE","09NE","-96.1936","41.3333"
"BTA","BTA","-96.1089","41.4147"
"86NE","86NE","-96.2739","41.5417"
"84Y","84Y","-97.6736","42.5797"
"59NE","59NE","-98.6294","41.0811"
"78NE","78NE","-97.0314","41.1661"
"NE19","NE19","-102.8172","41.5958"
"BBW","BBW","-99.6422","41.4364"
"1NE0","1NE0","-100.4169","42.3167"
"9NE1","9NE1","-101.9267","41.1444"
"37NE","37NE","-96.3078","40.6078"
"BUB","BUB","-99.1497","41.7767"
"1NE1","1NE1","-100.0503","41.2833"
"1NE2","1NE2","-99.9169","41.325"
"CSB","CSB","-100.1622","40.3067"
"NE49","NE49","-96.2503","41.0667"
"NE04","NE04","-98.3417","40.0944"
"NE01","NE01","-98.3519","40.1947"
"85NE","85NE","-97.9419","40.0208"
"11NE","11NE","-103.9164","42.4425"
"0B4","0B4","-97.2536","42.6031"
"NE50","NE50","-97.4103","42.6153"
"08K","08K","-98.0797","40.6514"
"HSI","HSI","-98.4278","40.6053"
"4V6","4V6","-102.7011","42.6822"
"33NE","33NE","-102.5756","42.3861"
"HJH","HJH","-97.5869","40.1522"
"FET","FET","-96.5203","41.4492"
"8NE9","8NE9","-97.9644","41.3903"
"18NE","18NE","-97.6106","40.5139"
"97Y","97Y","-97.7086","41.4042"
"GRN","GRN","-102.1753","42.8061"
"2NE4","2NE4","-102.1339","42.45"
"2NE5","2NE5","-100.0947","40.9"
"GTE","GTE","-100.1483","40.9264"
"2NE6","2NE6","-101.2975","40.9208"
"GRI","GRI","-98.3097","40.9675"
"GGF","GGF","-101.7339","40.8706"
"27NE","27NE","-101.7958","40.7228"
"2NE7","2NE7","-101.9428","40.8514"
"99Y","99Y","-98.5461","41.5583"
"57NE","57NE","-101.6939","42.9242"
"4NE1","4NE1","-99.7544","41.7542"
"NE65","NE65","-97.0778","40.7669"
"NE29","NE29","-99.0119","40.5139"
"0V3","0V3","-98.9456","40.515"
"52NE","52NE","-103.9658","42.045"
"NE43","NE43","-96.7542","41.4397"
"MHN","MHN","-101.0672","42.05"
"NE82","NE82","-95.9994","40.9325"
"AFK","AFK","-95.8678","40.6056"
"4V9","4V9","-98.0397","42.1122"
"OFK","OFK","-97.435","41.9856"
"NE09","NE09","-97.4672","41.9633"
"LBF","LBF","-100.6836","41.1261"
"NE25","NE25","-100.86","41.1819"
"OGA","OGA","-101.7697","41.1194"
"35NE","35NE","-101.8047","41.05"
"9NE6","9NE6","-96.0886","41.3386"
"OMA","OMA","-95.8942","41.3031"
"MLE","MLE","-96.1122","41.1961"
"3NO","3NO","-96.0225","41.3683"
"OFF","OFF","-95.9125","41.1183"
"ONL","ONL","-98.6881","42.47"
"ODX","ODX","-98.9519","41.6236"
"67NE","67NE","-99.4983","40.1369"
"OKS","OKS","-102.3564","41.4019"
"4NE8","4NE8","-101.1517","40.3828"
"16NE","16NE","-96.4917","40.56"
"50K","50K","-96.1944","40.1161"
"4NE9","4NE9","-101.4467","40.9992"
"7NE5","7NE5","-101.3678","41.0667"
"0C4","0C4","-96.7278","42.1133"
"PMV","PMV","-95.9172","40.9483"
"NE38","NE38","-98.56","40.7094"
"3NE2","3NE2","-103.1936","42.3278"
"38NE","38NE","-97.8514","40.7536"
"34NE","34NE","-100.9347","41.2239"
"81NE","81NE","-99.0078","40.2736"
"HDE","HDE","-99.3364","40.4522"
"NE30","NE30","-99.4203","40.5736"
"3NE3","3NE3","-99.3169","40.5"
"NE53","NE53","-96.5889","40.5911"
"9NE3","9NE3","-101.7894","42.1875"
"1V2","1V2","-101.7694","42.0094"
"IML","IML","-101.6203","40.5103"
"3NE6","3NE6","-99.2669","42.9667"
"88NE","88NE","-96.0172","40.4039"
"EAR","EAR","-99.0067","40.7269"
"IBM","IBM","-103.6775","41.1881"
"24NE","24NE","-102.4389","42.3839"
"3NE7","3NE7","-102.3428","41.8292"
"NE08","NE08","-101.9783","40.5478"
"08NE","08NE","-97.0794","42.4317"
"LXN","LXN","-99.7758","40.7906"
"NE57","NE57","-96.4781","40.0922"
"NE42","NE42","-96.7006","40.9333"
"LNK","LNK","-96.7592","40.8511"
"NE59","NE59","-96.5669","40.8333"
"9NE4","9NE4","-97.7444","41.7033"
"0F4","0F4","-98.9903","41.2867"
"NE06","NE06","-98.4253","42.825"
"46NE","46NE","-101.5056","40.8964"
"4NE0","4NE0","-101.5597","40.9161"
"MCK","MCK","-100.5922","40.2064"
"19NE","19NE","-100.8089","40.1083"
"25NE","25NE","-103.5114","41.7242"
"NE64","NE64","-96.4094","41.1053"
"SWT","SWT","-97.1092","40.8647"
"5NE2","5NE2","-95.6294","40.1958"
"NE34","NE34","-102.9528","41.0389"
"SNY","SNY","-102.985","41.0997"
"7K8","7K8","-96.4725","42.4542"
"NE85","NE85","-98.3025","41.6872"
"05NE","05NE","-98.3089","41.7222"
"72NE","72NE","-96.1531","41.0792"
"9NE8","9NE8","-100.4789","41.4017"
"5NE3","5NE3","-100.4878","41.4875"
"NE20","NE20","-96.2114","40.1861"
"NE87","NE87","-98.0647","40.0972"
"12K","12K","-98.06","40.0464"
"5NE4","5NE4","-101.1725","41.5722"
"56NE","56NE","-98.8119","41.0328"
"7V7","7V7","-98.5414","40.0822"
"43NE","43NE","-99.1547","40.775"
"NE79","NE79","-96.6211","40.6528"
"9V5","9V5","-102.4444","42.7367"
"04NE","04NE","-101.2992","41.16"
"09K","09K","-99.3403","41.6369"
"12NE","12NE","-103.6997","41.9067"
"BFF","BFF","-103.5956","41.8739"
"SCB","SCB","-96.63","41.6103"
"NE18","NE18","-97.0806","40.9142"
"NH61","NH61","-71.1811","42.9681"
"CNH","CNH","-72.3686","43.3706"
"4C4","4C4","-71.4994","44.8833"
"CON","CON","-71.5022","43.2028"
"01NH","01NH","-72.0869","43.6444"
"ERR","ERR","-71.1642","44.7925"
"1B5","1B5","-71.7494","44.1958"
"NH88","NH88","-71.6111","43.0672"
"2G8","2G8","-71.1981","44.3947"
"7B3","7B3","-70.8286","42.9625"
"5B9","5B9","-72.0078","44.0803"
"NH86","NH86","-71.7872","43.175"
"8B1","8B1","-71.8994","43.0667"
"AFN","AFN","-72.0031","42.805"
"EEN","EEN","-72.2708","42.8983"
"06NH","06NH","-70.9731","42.9283"
"21NH","21NH","-70.9353","42.9169"
"LCI","LCI","-71.4178","43.5731"
"LEB","LEB","-72.3042","43.6261"
"NH07","NH07","-71.4567","43.2803"
"MHT","MHT","-71.4358","42.9328"
"NH76","NH76","-71.7842","42.7289"
"NH17","NH17","-71.7175","42.7275"
"5M3","5M3","-71.3867","43.7683"
"ASH","ASH","-71.5147","42.7817"
"NH60","NH60","-71.6533","42.9606"
"NH40","NH40","-71.9503","43.4047"
"2B3","2B3","-72.1892","43.3881"
"NH84","NH84","-71.2211","43.2075"
"NH43","NH43","-71.1369","43.1794"
"NH78","NH78","-71.3692","42.7472"
"1P1","1P1","-71.7536","43.7792"
"PSM","PSM","-70.8233","43.0781"
"DAW","DAW","-70.9292","43.2842"
"12NH","12NH","-71.6544","43.4953"
"NH20","NH20","-71.6458","43.4922"
"5NE5","5NE5","-101.1436","41.2067"
"NE86","NE86","-97.8697","40.6656"
"0G3","0G3","-96.1706","40.4008"
"TQE","TQE","-96.1781","41.7636"
"TIF","TIF","-100.5703","41.9628"
"9V2","9V2","-101.0256","40.1875"
"15NE","15NE","-98.8233","40.2911"
"0J9","0J9","-97.3542","40.8678"
"VTN","VTN","-100.5489","42.8567"
"NE56","NE56","-96.395","41.3414"
"NE88","NE88","-96.8642","41.0208"
"5NE9","5NE9","-102.0506","40.7333"
"AHQ","AHQ","-96.5944","41.2406"
"29NE","29NE","-101.1808","40.7611"
"6NE0","6NE0","-101.1658","40.7869"
"64V","64V","-101.1642","40.8322"
"1NE5","1NE5","-96.2856","41.4061"
"36NE","36NE","-97.5808","42.5142"
"LCG","LCG","-96.9814","42.2419"
"NE69","NE69","-96.11","40.8675"
"01NE","01NE","-100.6528","40.8436"
"NE92","NE92","-96.6661","40.0494"
"87NE","87NE","-97.5878","40.8092"
"JYR","JYR","-97.6242","40.8964"
"NH38","NH38","-71.1697","43.9725"
